name,gmaps_link,opening_hour,address,opening_day,location,schedule
Pasar Besar Kuala Berang,https://www.google.com/maps/place/Pasar+Besar+Kuala+Berang/data=!4m7!3m6!1s0x31b7db5b03c77b05:0x8c081fb56ad21233!8m2!3d5.0719827!4d103.0121899!16s%2Fg%2F11j96q8y7c!19sChIJBXvHA1vbtzERMxLSarUfCIw?authuser=0&hl=en&rclk=1,7 am-1 am,"Pasar Besar Kuala Berang, Jalan Astaka, Kuala Berang, 21700 Kuala Berang, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.0719826999999995, ""longitude"": 103.0121899, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Besar+Kuala+Berang/data=!4m7!3m6!1s0x31b7db5b03c77b05:0x8c081fb56ad21233!8m2!3d5.0719827!4d103.0121899!16s%2Fg%2F11j96q8y7c!19sChIJBXvHA1vbtzERMxLSarUfCIw?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""01:00""}]}]"
Kelab Komuniti Peniaga Bersatu Terengganu,https://www.google.com/maps/place/Kelab+Komuniti+Peniaga+Bersatu+Terengganu/data=!4m7!3m6!1s0x31b7bb1a9784aa53:0xaffed5f4e30da427!8m2!3d5.3531995!4d103.0729003!16s%2Fg%2F11pz4wn88_!19sChIJU6qElxq7tzERJ6QN4_TV_q8?authuser=0&hl=en&rclk=1,,"Kampung Padang Air, Kampung Tepoh, 21060 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3531995, ""longitude"": 103.0729003, ""gmaps_link"": ""https://www.google.com/maps/place/Kelab+Komuniti+Peniaga+Bersatu+Terengganu/data=!4m7!3m6!1s0x31b7bb1a9784aa53:0xaffed5f4e30da427!8m2!3d5.3531995!4d103.0729003!16s%2Fg%2F11pz4wn88_!19sChIJU6qElxq7tzERJ6QN4_TV_q8?authuser=0&hl=en&rclk=1""}",[]
Tapak Pasar Malam Bukit Kuang (tmn Rakyat Bistari),https://www.google.com/maps/place/Tapak+Pasar+Malam+Bukit+Kuang+%28Tmn+Rakyat+Bistari%29/data=!4m7!3m6!1s0x31c887f9388c7cd9:0xb1ae07d37a4e22c4!8m2!3d4.2635554!4d103.4263193!16s%2Fg%2F11l6_2w9dm!19sChIJ2XyMOPmHyDERxCJOetMHrrE?authuser=0&hl=en&rclk=1,4:30-9:30 pm,"Lrg Cempaka Kanan, Taman Cempaka, 24000 Kemaman, Terengganu","[""sun""]","{""latitude"": 4.2635553999999996, ""longitude"": 103.42631929999999, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Malam+Bukit+Kuang+%28Tmn+Rakyat+Bistari%29/data=!4m7!3m6!1s0x31c887f9388c7cd9:0xb1ae07d37a4e22c4!8m2!3d4.2635554!4d103.4263193!16s%2Fg%2F11l6_2w9dm!19sChIJ2XyMOPmHyDERxCJOetMHrrE?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:30"", ""end"": ""21:30""}]}]"
Pasar Tembila,https://www.google.com/maps/place/Pasar+Tembila/data=!4m7!3m6!1s0x31b6f143e28ace87:0xc6f25d94806dd09e!8m2!3d5.7366829!4d102.6157887!16s%2Fg%2F11h4qm1wqb!19sChIJh86K4kPxtjERntBtgJRd8sY?authuser=0&hl=en&rclk=1,,"Kampung Gong Pauh, 22020 Jerteh, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.7366829, ""longitude"": 102.6157887, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Tembila/data=!4m7!3m6!1s0x31b6f143e28ace87:0xc6f25d94806dd09e!8m2!3d5.7366829!4d102.6157887!16s%2Fg%2F11h4qm1wqb!19sChIJh86K4kPxtjERntBtgJRd8sY?authuser=0&hl=en&rclk=1""}",[]
Pasar Pagi Gong Tok Nasek,https://www.google.com/maps/place/Pasar+Pagi+Gong+Tok+Nasek/data=!4m7!3m6!1s0x31b7bf1207dd4465:0x2a443620a9099411!8m2!3d5.2912302!4d103.1497892!16s%2Fg%2F11h5922h30!19sChIJZUTdBxK_tzEREZQJqSA2RCo?authuser=0&hl=en&rclk=1,,"Jln Gong Tok Nasek, Kampung Bukit Depu, 21100 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.291230199999999, ""longitude"": 103.1497892, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Pagi+Gong+Tok+Nasek/data=!4m7!3m6!1s0x31b7bf1207dd4465:0x2a443620a9099411!8m2!3d5.2912302!4d103.1497892!16s%2Fg%2F11h5922h30!19sChIJZUTdBxK_tzEREZQJqSA2RCo?authuser=0&hl=en&rclk=1""}",[]
Hari Hari Kanopi,https://www.google.com/maps/place/Hari+Hari+Kanopi/data=!4m7!3m6!1s0x31b7bf2d36bd7db9:0xa4eb35d8feddd55a!8m2!3d5.3286317!4d103.1447855!16s%2Fg%2F11hf70b1h1!19sChIJuX29Ni2_tzERWtXd_tg166Q?authuser=0&hl=en&rclk=1,9 am-6:30 pm,"Jalan Sultan Ismail, 20200 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""sat"", ""sun""]","{""latitude"": 5.3286317, ""longitude"": 103.1447855, ""gmaps_link"": ""https://www.google.com/maps/place/Hari+Hari+Kanopi/data=!4m7!3m6!1s0x31b7bf2d36bd7db9:0xa4eb35d8feddd55a!8m2!3d5.3286317!4d103.1447855!16s%2Fg%2F11hf70b1h1!19sChIJuX29Ni2_tzERWtXd_tg166Q?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""sat"", ""sun""], ""times"": [{""start"": ""09:00"", ""end"": ""18:30""}]}]"
Churros Manir By Orked D'churros,https://www.google.com/maps/place/Churros+Manir+by+Orked+D%27Churros/data=!4m7!3m6!1s0x31b7bfa9cd739dcb:0xd0b486f2848974c3!8m2!3d5.309652!4d103.0826619!16s%2Fg%2F11wjgz32g2!19sChIJy51zzam_tzERw3SJhPKGtNA?authuser=0&hl=en&rclk=1,4-9 pm,"Pasar Pagi Manir, Kg, 20050 Kuala Terengganu, Terengganu","[""mon"", ""fri""]","{""latitude"": 5.309652, ""longitude"": 103.08266189999999, ""gmaps_link"": ""https://www.google.com/maps/place/Churros+Manir+by+Orked+D%27Churros/data=!4m7!3m6!1s0x31b7bfa9cd739dcb:0xd0b486f2848974c3!8m2!3d5.309652!4d103.0826619!16s%2Fg%2F11wjgz32g2!19sChIJy51zzam_tzERw3SJhPKGtNA?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}, {""days"": [""fri""], ""times"": [{""start"": ""08:00"", ""end"": ""12:00""}]}]"
Pasar Malam Manir,https://www.google.com/maps/place/Pasar+Malam+Manir/data=!4m7!3m6!1s0x31b7bf7b2d48ee29:0x671d98c94e19c63f!8m2!3d5.3087872!4d103.0827678!16s%2Fg%2F11y1p22x64!19sChIJKe5ILXu_tzERP8YZTsmYHWc?authuser=0&hl=en&rclk=1,4-9 pm,"21070 Kuala Terengganu, Terengganu","[""mon""]","{""latitude"": 5.308787199999999, ""longitude"": 103.0827678, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Manir/data=!4m7!3m6!1s0x31b7bf7b2d48ee29:0x671d98c94e19c63f!8m2!3d5.3087872!4d103.0827678!16s%2Fg%2F11y1p22x64!19sChIJKe5ILXu_tzERP8YZTsmYHWc?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Dungun Market Vsr Bsr Dwghwn,https://www.google.com/maps/place/Dungun+Market+%DA%A4%D8%A7%D8%B3%D8%B1+%D8%A8%D8%B3%D8%B1+%D8%AF%D9%88%DA%A0%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x31c80579d910add5:0x70983864ab5fd90f!8m2!3d4.7787844!4d103.4218255!16s%2Fg%2F11fn1tthyb!19sChIJ1a0Q2XkFyDERD9lfq2Q4mHA?authuser=0&hl=en&rclk=1,,"Unnamed Road, 23000 Kuala Dungun, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.7787844, ""longitude"": 103.4218255, ""gmaps_link"": ""https://www.google.com/maps/place/Dungun+Market+%DA%A4%D8%A7%D8%B3%D8%B1+%D8%A8%D8%B3%D8%B1+%D8%AF%D9%88%DA%A0%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x31c80579d910add5:0x70983864ab5fd90f!8m2!3d4.7787844!4d103.4218255!16s%2Fg%2F11fn1tthyb!19sChIJ1a0Q2XkFyDERD9lfq2Q4mHA?authuser=0&hl=en&rclk=1""}",[]
ASSB Night Market,https://www.google.com/maps/place/ASSB+night+market/data=!4m7!3m6!1s0x31c897708ac768c5:0x29773cc8eecc0508!8m2!3d4.0011787!4d103.3489305!16s%2Fg%2F11rzq1nspq!19sChIJxWjHinCXyDERCAXM7sg8dyk?authuser=0&hl=en&rclk=1,Open 24 hours,"Jln Kuantan - Kemaman, 25300 26150kuantan, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.0011787, ""longitude"": 103.3489305, ""gmaps_link"": ""https://www.google.com/maps/place/ASSB+night+market/data=!4m7!3m6!1s0x31c897708ac768c5:0x29773cc8eecc0508!8m2!3d4.0011787!4d103.3489305!16s%2Fg%2F11rzq1nspq!19sChIJxWjHinCXyDERCAXM7sg8dyk?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Kuala Besut Farmer's Market,https://www.google.com/maps/place/Kuala+Besut+Farmer%27s+Market/data=!4m7!3m6!1s0x31b6eeb80f16a551:0x97bc0d97bf23e086!8m2!3d5.8296487!4d102.5516693!16s%2Fg%2F11b6b9rc8q!19sChIJUaUWD7jutjERhuAjv5cNvJc?authuser=0&hl=en&rclk=1,7 pm-12 am,"Kampung Kuala Besut, 22300 Besut, Terengganu","[""mon"", ""tue"", ""fri""]","{""latitude"": 5.8296487, ""longitude"": 102.5516693, ""gmaps_link"": ""https://www.google.com/maps/place/Kuala+Besut+Farmer%27s+Market/data=!4m7!3m6!1s0x31b6eeb80f16a551:0x97bc0d97bf23e086!8m2!3d5.8296487!4d102.5516693!16s%2Fg%2F11b6b9rc8q!19sChIJUaUWD7jutjERhuAjv5cNvJc?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""19:00"", ""end"": ""00:00""}]}, {""days"": [""tue""], ""times"": [{""start"": ""00:00"", ""end"": ""12:00""}]}, {""days"": [""fri""], ""times"": [{""start"": ""06:00"", ""end"": ""13:00""}]}]"
Pasar Malam Hari Selasa,https://www.google.com/maps/place/Pasar+Malam+Hari+Selasa/data=!4m7!3m6!1s0x31c80d435c2f9a71:0x468358bca1ae984!8m2!3d4.6007344!4d103.443824!16s%2Fg%2F11fsb98jls!19sChIJcZovXEMNyDERhOkayos1aAQ?authuser=0&hl=en&rclk=1,5-10:30 pm,"3, 23100 Paka, Terengganu","[""tue""]","{""latitude"": 4.6007343999999994, ""longitude"": 103.44382399999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Hari+Selasa/data=!4m7!3m6!1s0x31c80d435c2f9a71:0x468358bca1ae984!8m2!3d4.6007344!4d103.443824!16s%2Fg%2F11fsb98jls!19sChIJcZovXEMNyDERhOkayos1aAQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""17:00"", ""end"": ""22:30""}]}]"
Churros Pantai Teluk Ketapang By Orked D Churros,https://www.google.com/maps/place/Churros+pantai+Teluk+Ketapang+by+orked+d+Churros/data=!4m7!3m6!1s0x31b7bd9976d912fd:0x3496ada628008d6!8m2!3d5.3817305!4d103.1160265!16s%2Fg%2F11lv1fg_k9!19sChIJ_RLZdpm9tzER1giAYtpqSQM?authuser=0&hl=en&rclk=1,3-7 pm,"Pasar Malam, Kampung Teluk Ketapang, 21300 Kuala Terengganu, Terengganu","[""fri""]","{""latitude"": 5.3817305, ""longitude"": 103.11602649999999, ""gmaps_link"": ""https://www.google.com/maps/place/Churros+pantai+Teluk+Ketapang+by+orked+d+Churros/data=!4m7!3m6!1s0x31b7bd9976d912fd:0x3496ada628008d6!8m2!3d5.3817305!4d103.1160265!16s%2Fg%2F11lv1fg_k9!19sChIJ_RLZdpm9tzER1giAYtpqSQM?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""15:00"", ""end"": ""19:00""}]}]"
Carboot Sale Unisza,https://www.google.com/maps/place/Carboot+Sale+UniSZA/data=!4m7!3m6!1s0x31b7bd94cf603973:0x1f6be3225fad0a21!8m2!3d5.3972835!4d103.0840519!16s%2Fg%2F11l6sgy5z6!19sChIJczlgz5S9tzERIQqtXyLjax8?authuser=0&hl=en&rclk=1,7 am-12 pm,"Universiti Sultan Zainal Abidin - Unisza, Masjid, Kampung Gong Badak, 21300 Kuala Terengganu, Terengganu","[""fri""]","{""latitude"": 5.3972834999999995, ""longitude"": 103.08405189999999, ""gmaps_link"": ""https://www.google.com/maps/place/Carboot+Sale+UniSZA/data=!4m7!3m6!1s0x31b7bd94cf603973:0x1f6be3225fad0a21!8m2!3d5.3972835!4d103.0840519!16s%2Fg%2F11l6sgy5z6!19sChIJczlgz5S9tzERIQqtXyLjax8?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""07:00"", ""end"": ""12:00""}]}]"
Pasar Binjai,https://www.google.com/maps/place/Pasar+Binjai/data=!4m7!3m6!1s0x31c887057a537583:0x9ad066f6ebff99a!8m2!3d4.2274612!4d103.3631723!16s%2Fg%2F11gppnnpff!19sChIJg3VTegWHyDERmvm_bm8GrQk?authuser=0&hl=en&rclk=1,3-7 pm,"Kampung Gong Kapur, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.2274612, ""longitude"": 103.3631723, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Binjai/data=!4m7!3m6!1s0x31c887057a537583:0x9ad066f6ebff99a!8m2!3d4.2274612!4d103.3631723!16s%2Fg%2F11gppnnpff!19sChIJg3VTegWHyDERmvm_bm8GrQk?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""15:00"", ""end"": ""19:00""}]}]"
Pasar Pagi,https://www.google.com/maps/place/Pasar+Pagi/data=!4m7!3m6!1s0x31b7bf96312b0b11:0x59f1a6f288d4eae6!8m2!3d5.2729418!4d103.1428168!16s%2Fg%2F11clzqk0zc!19sChIJEQsrMZa_tzER5urUiPKm8Vk?authuser=0&hl=en&rclk=1,7-10 am,"Kampung Laut, 21080 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""sat"", ""sun""]","{""latitude"": 5.2729418, ""longitude"": 103.14281679999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Pagi/data=!4m7!3m6!1s0x31b7bf96312b0b11:0x59f1a6f288d4eae6!8m2!3d5.2729418!4d103.1428168!16s%2Fg%2F11clzqk0zc!19sChIJEQsrMZa_tzER5urUiPKm8Vk?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""sat"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""10:00""}]}]"
Tapak Pasar Minggu Kuala Berang,https://www.google.com/maps/place/Tapak+Pasar+Minggu+Kuala+Berang/data=!4m7!3m6!1s0x31b7da950c6bd0c7:0x4688c9d04a9bd368!8m2!3d5.0717492!4d103.0118469!16s%2Fg%2F11bx1q7cr6!19sChIJx9BrDJXatzERaNObStDJiEY?authuser=0&hl=en&rclk=1,3:30-9:30 pm,"Kampung Buluh, 21700 Kuala Berang, Terengganu","[""tue"", ""wed"", ""fri"", ""sat""]","{""latitude"": 5.0717492, ""longitude"": 103.0118469, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Minggu+Kuala+Berang/data=!4m7!3m6!1s0x31b7da950c6bd0c7:0x4688c9d04a9bd368!8m2!3d5.0717492!4d103.0118469!16s%2Fg%2F11bx1q7cr6!19sChIJx9BrDJXatzERaNObStDJiEY?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue"", ""fri""], ""times"": [{""start"": ""15:30"", ""end"": ""21:30""}]}, {""days"": [""wed"", ""sat""], ""times"": [{""start"": ""07:00"", ""end"": ""12:00""}]}]"
Pasar Jertih,https://www.google.com/maps/place/Pasar+Jertih/data=!4m7!3m6!1s0x31b6f2434e217aad:0x39ebe4c651b8f41b!8m2!3d5.7361111!4d102.4959102!16s%2Fg%2F11g6hv_q2n!19sChIJrXohTkPytjERG_S4Ucbk6zk?authuser=0&hl=en&rclk=1,7 am-6 pm,"Kampung Tanduk, 22000 Jerteh, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.7361111, ""longitude"": 102.4959102, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Jertih/data=!4m7!3m6!1s0x31b6f2434e217aad:0x39ebe4c651b8f41b!8m2!3d5.7361111!4d102.4959102!16s%2Fg%2F11g6hv_q2n!19sChIJrXohTkPytjERG_S4Ucbk6zk?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""18:00""}]}]"
Car Boot Sales Dungun (tepi Pantai),https://www.google.com/maps/place/Car+Boot+Sales+Dungun+%28Tepi+Pantai%29/data=!4m7!3m6!1s0x31c80f23485e3279:0x5b835f736df2a5c5!8m2!3d4.7294813!4d103.4325614!16s%2Fg%2F11c2rczwwp!19sChIJeTJeSCMPyDERxaXybXNfg1s?authuser=0&hl=en&rclk=1,4-8 pm,"561-a, Jalan Pantai Sura, Kampung Sura Pantai, Jalan Pantai Sura, Kampung Sura Pantai, 23000 Kuala Dungun, Terengganu","[""fri"", ""sat""]","{""latitude"": 4.7294813, ""longitude"": 103.4325614, ""gmaps_link"": ""https://www.google.com/maps/place/Car+Boot+Sales+Dungun+%28Tepi+Pantai%29/data=!4m7!3m6!1s0x31c80f23485e3279:0x5b835f736df2a5c5!8m2!3d4.7294813!4d103.4325614!16s%2Fg%2F11c2rczwwp!19sChIJeTJeSCMPyDERxaXybXNfg1s?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri"", ""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""20:00""}]}]"
Air Balang Ummi,https://www.google.com/maps/place/Air+balang+ummi/data=!4m7!3m6!1s0x31b7bd000d05bfd7:0x443cff0412c48259!8m2!3d5.3468591!4d103.1389829!16s%2Fg%2F11w52mkcxt!19sChIJ178FDQC9tzERWYLEEgT_PEQ?authuser=0&hl=en&rclk=1,,"84wq+8m, 21300 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3468591, ""longitude"": 103.1389829, ""gmaps_link"": ""https://www.google.com/maps/place/Air+balang+ummi/data=!4m7!3m6!1s0x31b7bd000d05bfd7:0x443cff0412c48259!8m2!3d5.3468591!4d103.1389829!16s%2Fg%2F11w52mkcxt!19sChIJ178FDQC9tzERWYLEEgT_PEQ?authuser=0&hl=en&rclk=1""}",[]
"Pasar Tani Kekal (ptk) Nyiur Tujuh, Besut","https://www.google.com/maps/place/Pasar+Tani+Kekal+%28PTK%29+Nyiur+Tujuh,+Besut/data=!4m7!3m6!1s0x31b6f20fdc003ce1:0x235f465c4e1ac734!8m2!3d5.749866!4d102.5167019!16s%2Fg%2F11g6_06mpr!19sChIJ4TwA3A_ytjERNMcaTlxGXyM?authuser=0&hl=en&rclk=1",7 am-10 pm,"Ptk FAMA Nyiur Tujuh, Kampung Nyiur Tujuh, 22000 Jerteh, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.749866, ""longitude"": 102.5167019, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Tani+Kekal+%28PTK%29+Nyiur+Tujuh,+Besut/data=!4m7!3m6!1s0x31b6f20fdc003ce1:0x235f465c4e1ac734!8m2!3d5.749866!4d102.5167019!16s%2Fg%2F11g6_06mpr!19sChIJ4TwA3A_ytjERNMcaTlxGXyM?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""22:00""}]}]"
Dorayaki Amar KT,https://www.google.com/maps/place/Dorayaki+Amar+KT/data=!4m7!3m6!1s0x31b7bf1dc20f4afd:0xdf665284d7cd8d0f!8m2!3d5.3120708!4d103.1262803!16s%2Fg%2F11hyxp28hc!19sChIJ_UoPwh2_tzERD43N14RSZt8?authuser=0&hl=en&rclk=1,4:30-8 pm,"Ppr Padang Hiliran, 21000 Kuala Terengganu, Terengganu","[""mon"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3120708, ""longitude"": 103.12628029999999, ""gmaps_link"": ""https://www.google.com/maps/place/Dorayaki+Amar+KT/data=!4m7!3m6!1s0x31b7bf1dc20f4afd:0xdf665284d7cd8d0f!8m2!3d5.3120708!4d103.1262803!16s%2Fg%2F11hyxp28hc!19sChIJ_UoPwh2_tzERD43N14RSZt8?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""wed"", ""thu"", ""sat"", ""sun""], ""times"": [{""start"": ""16:30"", ""end"": ""20:00""}]}, {""days"": [""fri""], ""times"": [{""start"": ""16:30"", ""end"": ""23:00""}]}]"
Dtrn Shhbndr Dataran Shahbandar,https://www.google.com/maps/place/%D8%AF%D8%A7%D8%AA%D8%A7%D8%B1%D9%86+%D8%B4%D9%87%D8%A8%D9%86%D8%AF%D8%B1+Dataran+Shahbandar%E2%80%AD/data=!4m7!3m6!1s0x31b7bd7cd5f6a42b:0x4095ccfa7af7a70a!8m2!3d5.337201!4d103.1395354!16s%2Fg%2F11flfc843h!19sChIJK6T21Xy9tzERCqf3evrMlUA?authuser=0&hl=en&rclk=1,Open 24 hours,"Jalan Sultan Zainal Abidin, Dataran Syah, 20000 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.337200999999999, ""longitude"": 103.1395354, ""gmaps_link"": ""https://www.google.com/maps/place/%D8%AF%D8%A7%D8%AA%D8%A7%D8%B1%D9%86+%D8%B4%D9%87%D8%A8%D9%86%D8%AF%D8%B1+Dataran+Shahbandar%E2%80%AD/data=!4m7!3m6!1s0x31b7bd7cd5f6a42b:0x4095ccfa7af7a70a!8m2!3d5.337201!4d103.1395354!16s%2Fg%2F11flfc843h!19sChIJK6T21Xy9tzERCqf3evrMlUA?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Pasar Awam Seri Langkap,https://www.google.com/maps/place/Pasar+Awam+Seri+Langkap/data=!4m7!3m6!1s0x31b7b3e9d9ffdd29:0xbcfb837446f6b754!8m2!3d5.3608539!4d102.8824028!16s%2Fg%2F11c6mcg1dv!19sChIJKd3_2emztzERVLf2RnSD-7w?authuser=0&hl=en&rclk=1,8 am-6 pm,"Balai Polis, 21500 Sungai Tong, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3608538999999995, ""longitude"": 102.8824028, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Awam+Seri+Langkap/data=!4m7!3m6!1s0x31b7b3e9d9ffdd29:0xbcfb837446f6b754!8m2!3d5.3608539!4d102.8824028!16s%2Fg%2F11c6mcg1dv!19sChIJKd3_2emztzERVLf2RnSD-7w?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""08:00"", ""end"": ""18:00""}]}]"
Pasar Dusun Nyior,https://www.google.com/maps/place/Pasar+Dusun+Nyior/data=!4m7!3m6!1s0x31c887773fe5bb67:0xe501b0492b75df20!8m2!3d4.228265!4d103.4297156!16s%2Fg%2F11g0l3n4v1!19sChIJZ7vlP3eHyDERIN91K0mwAeU?authuser=0&hl=en&rclk=1,,"Kampung Dusun Nyior, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.2282649999999995, ""longitude"": 103.4297156, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Dusun+Nyior/data=!4m7!3m6!1s0x31c887773fe5bb67:0xe501b0492b75df20!8m2!3d4.228265!4d103.4297156!16s%2Fg%2F11g0l3n4v1!19sChIJZ7vlP3eHyDERIN91K0mwAeU?authuser=0&hl=en&rclk=1""}",[]
Pasar Minggu Petang Jumaat Felda Jerangau,https://www.google.com/maps/place/Pasar+Minggu+Petang+Jumaat+Felda+Jerangau/data=!4m7!3m6!1s0x31c81f940552e243:0xf7480733a4afdfaf!8m2!3d4.9023861!4d103.1919398!16s%2Fg%2F11h9rfk1l5!19sChIJQ-JSBZQfyDERr9-vpDMHSPc?authuser=0&hl=en&rclk=1,,"Unnamed Road, Felda Jerangau, 23200 Bukit Besi, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.9023861, ""longitude"": 103.1919398, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Minggu+Petang+Jumaat+Felda+Jerangau/data=!4m7!3m6!1s0x31c81f940552e243:0xf7480733a4afdfaf!8m2!3d4.9023861!4d103.1919398!16s%2Fg%2F11h9rfk1l5!19sChIJQ-JSBZQfyDERr9-vpDMHSPc?authuser=0&hl=en&rclk=1""}",[]
Bandar Permaisuri Market,https://www.google.com/maps/place/Bandar+Permaisuri+Market/data=!4m7!3m6!1s0x31b6546e5730ee23:0x1d0c6339666034fb!8m2!3d5.5199087!4d102.744684!16s%2Fg%2F11b6jbj3zs!19sChIJI-4wV25UtjER-zRgZjljDB0?authuser=0&hl=en&rclk=1,8 am-6 pm,"Kampung Buluh, 22120 Permaisuri, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.519908699999999, ""longitude"": 102.74468399999999, ""gmaps_link"": ""https://www.google.com/maps/place/Bandar+Permaisuri+Market/data=!4m7!3m6!1s0x31b6546e5730ee23:0x1d0c6339666034fb!8m2!3d5.5199087!4d102.744684!16s%2Fg%2F11b6jbj3zs!19sChIJI-4wV25UtjER-zRgZjljDB0?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""08:00"", ""end"": ""18:00""}]}]"
