name,gmaps_link,opening_hour,address,opening_day,location,schedule
Churros Marang By Orked D'churros ( Pasar Malam),https://www.google.com/maps/place/Churros+Marang+by+Orked+D%27Churros+%28+Pasar+Malam%29/data=!4m7!3m6!1s0x31b7eb1bd859b083:0xdd98df765b560f40!8m2!3d5.2066437!4d103.2078586!16s%2Fg%2F11wjh3zm5m!19sChIJg7BZ2BvrtzERQA9WW3bfmN0?authuser=0&hl=en&rclk=1,,"Pasar Marang, Pasar, Bandar Marang, 21600 Marang, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.2066437, ""longitude"": 103.2078586, ""gmaps_link"": ""https://www.google.com/maps/place/Churros+Marang+by+Orked+D%27Churros+%28+Pasar+Malam%29/data=!4m7!3m6!1s0x31b7eb1bd859b083:0xdd98df765b560f40!8m2!3d5.2066437!4d103.2078586!16s%2Fg%2F11wjh3zm5m!19sChIJg7BZ2BvrtzERQA9WW3bfmN0?authuser=0&hl=en&rclk=1""}",[]
Pulau Warisan River Cruise,https://www.google.com/maps/place/Pulau+Warisan+River+Cruise/data=!4m7!3m6!1s0x31b7be7f5dce40ad:0x5113fe5437c065d1!8m2!3d5.3339018!4d103.1320122!16s%2Fg%2F11c6z1kwyn!19sChIJrUDOXX--tzER0WXAN1T-E1E?authuser=0&hl=en&rclk=1,5:30 pm-12 am,"Jalan Kampung Cina, 20100 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3339018, ""longitude"": 103.13201219999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pulau+Warisan+River+Cruise/data=!4m7!3m6!1s0x31b7be7f5dce40ad:0x5113fe5437c065d1!8m2!3d5.3339018!4d103.1320122!16s%2Fg%2F11c6z1kwyn!19sChIJrUDOXX--tzER0WXAN1T-E1E?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""17:30"", ""end"": ""00:00""}]}]"
Bukit Payung Wet Market,https://www.google.com/maps/place/Bukit+Payung+Wet+Market/data=!4m7!3m6!1s0x31b7c1c749f0f5e9:0x80aee340a448b70!8m2!3d5.2339574!4d103.1025022!16s%2Fg%2F11mvw90rn5!19sChIJ6fXwScfBtzERcItECjTuCgg?authuser=0&hl=en&rclk=1,8:30 am-6:30 pm,"14, Jln Pasar, Kampung Bukit Payung, 21400 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.2339573999999995, ""longitude"": 103.10250219999999, ""gmaps_link"": ""https://www.google.com/maps/place/Bukit+Payung+Wet+Market/data=!4m7!3m6!1s0x31b7c1c749f0f5e9:0x80aee340a448b70!8m2!3d5.2339574!4d103.1025022!16s%2Fg%2F11mvw90rn5!19sChIJ6fXwScfBtzERcItECjTuCgg?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""08:30"", ""end"": ""18:30""}]}]"
Padang Astaka,https://www.google.com/maps/place/Padang+Astaka/data=!4m7!3m6!1s0x31c886e25fa2d7fb:0x99da28ca5c32357f!8m2!3d4.2361238!4d103.419884!16s%2Fg%2F11cs1vpjrz!19sChIJ-9eiX-KGyDERfzUyXMoo2pk?authuser=0&hl=en&rclk=1,Open 24 hours,"Kampung Gong Limau, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.2361238, ""longitude"": 103.419884, ""gmaps_link"": ""https://www.google.com/maps/place/Padang+Astaka/data=!4m7!3m6!1s0x31c886e25fa2d7fb:0x99da28ca5c32357f!8m2!3d4.2361238!4d103.419884!16s%2Fg%2F11cs1vpjrz!19sChIJ-9eiX-KGyDERfzUyXMoo2pk?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Tapak Pasar Minggu Petang Isnin Kg Tok Dor,https://www.google.com/maps/place/Tapak+Pasar+Minggu+Petang+Isnin+Kg+Tok+Dor/data=!4m7!3m6!1s0x31b7df001d88133d:0xf0d496f4e9b45721!8m2!3d4.9838648!4d103.1537418!16s%2Fg%2F11ynf45674!19sChIJPROIHQDftzERIVe06fSW1PA?authuser=0&hl=en&rclk=1,,"Jambatan Tok Dor, Jln Kuala Berang, Kampung Tok Dor, 21810 Ajil, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.9838648, ""longitude"": 103.15374179999999, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Minggu+Petang+Isnin+Kg+Tok+Dor/data=!4m7!3m6!1s0x31b7df001d88133d:0xf0d496f4e9b45721!8m2!3d4.9838648!4d103.1537418!16s%2Fg%2F11ynf45674!19sChIJPROIHQDftzERIVe06fSW1PA?authuser=0&hl=en&rclk=1""}",[]
Pasar Nelayan Seberang Kastam,https://www.google.com/maps/place/Pasar+Nelayan+Seberang+Kastam/data=!4m7!3m6!1s0x31b6eedb530d8a15:0xcd855754a6976150!8m2!3d5.8259032!4d102.5643609!16s%2Fg%2F11h75prmqm!19sChIJFYoNU9vutjERUGGXplRXhc0?authuser=0&hl=en&rclk=1,9 am-2 pm,"84, Kampung Seberang Kastam, 22200 Besut, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.8259032, ""longitude"": 102.5643609, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Nelayan+Seberang+Kastam/data=!4m7!3m6!1s0x31b6eedb530d8a15:0xcd855754a6976150!8m2!3d5.8259032!4d102.5643609!16s%2Fg%2F11h75prmqm!19sChIJFYoNU9vutjERUGGXplRXhc0?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""sun""], ""times"": [{""start"": ""09:00"", ""end"": ""14:00""}]}, {""days"": [""thu""], ""times"": [{""start"": ""09:00"", ""end"": ""15:00""}]}, {""days"": [""fri""], ""times"": [{""start"": ""07:30"", ""end"": ""12:30""}]}, {""days"": [""sat""], ""times"": [{""start"": ""08:30"", ""end"": ""14:00""}]}]"
Pisang Goreng Dataran Austin,https://www.google.com/maps/place/Pisang+Goreng+Dataran+Austin/data=!4m7!3m6!1s0x31b7bd00074a9f2b:0xf2424954a017aac8!8m2!3d5.3554481!4d103.0971931!16s%2Fg%2F11yksrc3ml!19sChIJK59KBwC9tzERyKoXoFRJQvI?authuser=0&hl=en&rclk=1,10:45 am-6:30 pm,"Kampung Gong Badak, 21200 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.355448099999999, ""longitude"": 103.0971931, ""gmaps_link"": ""https://www.google.com/maps/place/Pisang+Goreng+Dataran+Austin/data=!4m7!3m6!1s0x31b7bd00074a9f2b:0xf2424954a017aac8!8m2!3d5.3554481!4d103.0971931!16s%2Fg%2F11yksrc3ml!19sChIJK59KBwC9tzERyKoXoFRJQvI?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""10:45"", ""end"": ""18:30""}]}]"
Pasar Tani Kekal Chukai,https://www.google.com/maps/place/Pasar+Tani+Kekal+Chukai/data=!4m7!3m6!1s0x31c887cc5a0cc3a5:0x5f95efb3e2119c5f!8m2!3d4.2276554!4d103.4302621!16s%2Fg%2F11jtrby7kd!19sChIJpcMMWsyHyDERX5wR4rPvlV8?authuser=0&hl=en&rclk=1,9 am-5 pm,"8, Lorong Nyior Kapas 3, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat""]","{""latitude"": 4.2276554, ""longitude"": 103.4302621, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Tani+Kekal+Chukai/data=!4m7!3m6!1s0x31c887cc5a0cc3a5:0x5f95efb3e2119c5f!8m2!3d4.2276554!4d103.4302621!16s%2Fg%2F11jtrby7kd!19sChIJpcMMWsyHyDERX5wR4rPvlV8?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""00:30"", ""end"": ""10:30""}]}, {""days"": [""tue""], ""times"": [{""start"": ""09:00"", ""end"": ""01:30""}]}, {""days"": [""wed"", ""thu"", ""fri"", ""sat""], ""times"": [{""start"": ""09:00"", ""end"": ""17:00""}]}]"
"Pasar Malam @ Presint 14, Putrajaya","https://www.google.com/maps/place/Pasar+Malam+@+Presint+14,+Putrajaya/data=!4m7!3m6!1s0x31cdc9a61b8b9277:0xe7d528432b5193e6!8m2!3d2.948198!4d101.7245099!16s%2Fg%2F11sqh9tkkf!19sChIJd5KLG6bJzTER5pNRK0Mo1ec?authuser=0&hl=en&rclk=1",4:30 pm-12 am,"Wpxf+7r, Presint 14, 62000 Putrajaya","[""fri"", ""sat"", ""sun""]","{""latitude"": 2.9481979999999997, ""longitude"": 101.7245099, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+@+Presint+14,+Putrajaya/data=!4m7!3m6!1s0x31cdc9a61b8b9277:0xe7d528432b5193e6!8m2!3d2.948198!4d101.7245099!16s%2Fg%2F11sqh9tkkf!19sChIJd5KLG6bJzTER5pNRK0Mo1ec?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""16:30"", ""end"": ""00:00""}]}]"
Parking Pasar Malam Putrajaya,https://www.google.com/maps/place/Parking+pasar+malam+putrajaya/data=!4m7!3m6!1s0x31cdb7002a9ab4c5:0x7b711cebaab64f04!8m2!3d2.9075918!4d101.6793848!16s%2Fg%2F11xf023mfp!19sChIJxbSaKgC3zTERBE-2qusccXs?authuser=0&hl=en&rclk=1,,"Jalan 4h, Presint 4, 62000 Putrajaya, Wilayah Persekutuan Putrajaya","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.9075918, ""longitude"": 101.6793848, ""gmaps_link"": ""https://www.google.com/maps/place/Parking+pasar+malam+putrajaya/data=!4m7!3m6!1s0x31cdb7002a9ab4c5:0x7b711cebaab64f04!8m2!3d2.9075918!4d101.6793848!16s%2Fg%2F11xf023mfp!19sChIJxbSaKgC3zTERBE-2qusccXs?authuser=0&hl=en&rclk=1""}",[]
Pasar Pagi & Pasar Malam Presint 16 Putrajaya,https://www.google.com/maps/place/Pasar+Pagi+%26+Pasar+Malam+Presint+16+Putrajaya/data=!4m7!3m6!1s0x31cdc9794320140b:0xc1239cd5673bc947!8m2!3d2.933309!4d101.7075757!16s%2Fg%2F11v_3d4bjw!19sChIJCxQgQ3nJzTERR8k7Z9WcI8E?authuser=0&hl=en&rclk=1,7:30 am-10 pm,"Jalan P16g, Presint 16, 62150 Putrajaya, Wilayah Persekutuan Putrajaya","[""fri"", ""sat"", ""sun""]","{""latitude"": 2.933309, ""longitude"": 101.70757569999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Pagi+%26+Pasar+Malam+Presint+16+Putrajaya/data=!4m7!3m6!1s0x31cdc9794320140b:0xc1239cd5673bc947!8m2!3d2.933309!4d101.7075757!16s%2Fg%2F11v_3d4bjw!19sChIJCxQgQ3nJzTERR8k7Z9WcI8E?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""03:00"", ""end"": ""22:00""}]}, {""days"": [""sat"", ""sun""], ""times"": [{""start"": ""07:30"", ""end"": ""22:00""}]}]"
Pasar Tani Kekal Putrajaya,https://www.google.com/maps/place/Pasar+Tani+Kekal+Putrajaya/data=!4m7!3m6!1s0x31cdb7003da1910b:0xc331d8b05caf32ba!8m2!3d2.9080228!4d101.6792497!16s%2Fg%2F11whv9fxgj!19sChIJC5GhPQC3zTERujKvXLDYMcM?authuser=0&hl=en&rclk=1,,"Presint 4, 62000 Putrajaya","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.9080228, ""longitude"": 101.6792497, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Tani+Kekal+Putrajaya/data=!4m7!3m6!1s0x31cdb7003da1910b:0xc331d8b05caf32ba!8m2!3d2.9080228!4d101.6792497!16s%2Fg%2F11whv9fxgj!19sChIJC5GhPQC3zTERujKvXLDYMcM?authuser=0&hl=en&rclk=1""}",[]
Pasar Presint 8,https://www.google.com/maps/place/Pasar+Presint+8/data=!4m7!3m6!1s0x31cdb66b660aeb0d:0xfcb5eb2583e231fb!8m2!3d2.9400468!4d101.682473!16s%2Fg%2F1td1yrym!19sChIJDesKZmu2zTER-zHigyXrtfw?authuser=0&hl=en&rclk=1,7:30 am-5:30 pm,"Presint 8, 62250 Putrajaya, Selangor","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.9400467999999997, ""longitude"": 101.682473, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Presint+8/data=!4m7!3m6!1s0x31cdb66b660aeb0d:0xfcb5eb2583e231fb!8m2!3d2.9400468!4d101.682473!16s%2Fg%2F1td1yrym!19sChIJDesKZmu2zTER-zHigyXrtfw?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri""], ""times"": [{""start"": ""07:30"", ""end"": ""17:30""}]}, {""days"": [""sat"", ""sun""], ""times"": [{""start"": ""07:30"", ""end"": ""14:00""}]}]"
Pasar Malam Putrajaya Selasa & Jumaat,https://www.google.com/maps/place/Pasar+Malam+Putrajaya+Selasa+%26+Jumaat/data=!4m7!3m6!1s0x31cdb7003adb8f45:0x656a4795e7cdf776!8m2!3d2.907774!4d101.6791099!16s%2Fg%2F11xkzbjtys!19sChIJRY_bOgC3zTERdvfN55VHamU?authuser=0&hl=en&rclk=1,3-11 pm,"Presint 4, 62000 Putrajaya","[""tue"", ""fri""]","{""latitude"": 2.907774, ""longitude"": 101.6791099, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Putrajaya+Selasa+%26+Jumaat/data=!4m7!3m6!1s0x31cdb7003adb8f45:0x656a4795e7cdf776!8m2!3d2.907774!4d101.6791099!16s%2Fg%2F11xkzbjtys!19sChIJRY_bOgC3zTERdvfN55VHamU?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue"", ""fri""], ""times"": [{""start"": ""15:00"", ""end"": ""23:00""}]}]"
Night Market Yearns. Every Sunday,https://www.google.com/maps/place/Night+Market+yearns.+Every+Sunday/data=!4m7!3m6!1s0x31da70a13c93ad1b:0xa47bb065066fd415!8m2!3d1.6270145!4d103.6537498!16s%2Fg%2F11c5s6qz6g!19sChIJG62TPKFw2jERFdRvBmWwe6Q?authuser=0&hl=en&rclk=1,Open 24 hours,"Jln Cyber, Kawasan Perindustrian Senai Fasa 3, 81400 Senai, Johor Darul Ta'zim","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 1.6270145, ""longitude"": 103.6537498, ""gmaps_link"": ""https://www.google.com/maps/place/Night+Market+yearns.+Every+Sunday/data=!4m7!3m6!1s0x31da70a13c93ad1b:0xa47bb065066fd415!8m2!3d1.6270145!4d103.6537498!16s%2Fg%2F11c5s6qz6g!19sChIJG62TPKFw2jERFdRvBmWwe6Q?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Pasar Malam Serom 6,https://www.google.com/maps/place/Pasar+Malam+Serom+6/data=!4m7!3m6!1s0x31d1c5e9636fb275:0x8709a17e88f858de!8m2!3d2.171452!4d102.595172!16s%2Fg%2F11hdy30lkq!19sChIJdbJvY-nF0TER3lj4iH6hCYc?authuser=0&hl=en&rclk=1,4-9 pm,"338, Jln Bukit Gambir, 84400 Sungai Mati, Johor Darul Ta'zim","[""fri""]","{""latitude"": 2.171452, ""longitude"": 102.59517199999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Serom+6/data=!4m7!3m6!1s0x31d1c5e9636fb275:0x8709a17e88f858de!8m2!3d2.171452!4d102.595172!16s%2Fg%2F11hdy30lkq!19sChIJdbJvY-nF0TER3lj4iH6hCYc?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Kampung Batu China,https://www.google.com/maps/place/Pasar+Malam+Kampung+Batu+China/data=!4m7!3m6!1s0x31d1db6cb6b1adb5:0xdb79c3e3dc8383cc!8m2!3d2.272459!4d102.552338!16s%2Fg%2F1pzt06fv6!19sChIJta2xtmzb0TERzIOD3OPDeds?authuser=0&hl=en&rclk=1,,"1560, Jalan Bidara 9, Taman Tangkak Jaya, 84900 Tangkak, Johor Darul Ta'zim","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.272459, ""longitude"": 102.55233799999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kampung+Batu+China/data=!4m7!3m6!1s0x31d1db6cb6b1adb5:0xdb79c3e3dc8383cc!8m2!3d2.272459!4d102.552338!16s%2Fg%2F1pzt06fv6!19sChIJta2xtmzb0TERzIOD3OPDeds?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Pusat Perniagaan Mas Jaya,https://www.google.com/maps/place/Pasar+Malam+Pusat+Perniagaan+Mas+Jaya/data=!4m7!3m6!1s0x31d1b9e0f6848507:0x45866e86bea52093!8m2!3d2.0688497!4d102.5817573!16s%2Fg%2F11td47vb8_!19sChIJB4WE9uC50TERkyClvoZuhkU?authuser=0&hl=en&rclk=1,,"Jalan Mas Jaya 9, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor Darul Ta'zim","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.0688497, ""longitude"": 102.58175729999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Pusat+Perniagaan+Mas+Jaya/data=!4m7!3m6!1s0x31d1b9e0f6848507:0x45866e86bea52093!8m2!3d2.0688497!4d102.5817573!16s%2Fg%2F11td47vb8_!19sChIJB4WE9uC50TERkyClvoZuhkU?authuser=0&hl=en&rclk=1""}",[]
Jalan Maharani Night Market,https://www.google.com/maps/place/Jalan+Maharani+Night+Market/data=!4m7!3m6!1s0x31d1b9852edb47bd:0xd2bd9ebab7917e24!8m2!3d2.0498877!4d102.569036!16s%2Fg%2F11krn543x0!19sChIJvUfbLoW50TERJH6Rt7qevdI?authuser=0&hl=en&rclk=1,6 pm-12 am,"105, Jalan Maharani, 84000 Muar, Johor Darul Ta'zim","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.0498876999999998, ""longitude"": 102.569036, ""gmaps_link"": ""https://www.google.com/maps/place/Jalan+Maharani+Night+Market/data=!4m7!3m6!1s0x31d1b9852edb47bd:0xd2bd9ebab7917e24!8m2!3d2.0498877!4d102.569036!16s%2Fg%2F11krn543x0!19sChIJvUfbLoW50TERJH6Rt7qevdI?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""18:00"", ""end"": ""00:00""}]}]"
Pasar Malam Kampung Pt Jayus,https://www.google.com/maps/place/PASAR+MALAM+KAMPUNG+PT+JAYUS/data=!4m7!3m6!1s0x31d0491c586cce91:0x4934ffeebb7f8964!8m2!3d2.0394895!4d102.938507!16s%2Fg%2F11f3xh9szd!19sChIJkc5sWBxJ0DERZIl_u-7_NEk?authuser=0&hl=en&rclk=1,5-9 pm,"Jalan Kampung Parit Jayus, Taman Desa, 83000, Johor Darul Ta'zim","[""fri""]","{""latitude"": 2.0394894999999997, ""longitude"": 102.938507, ""gmaps_link"": ""https://www.google.com/maps/place/PASAR+MALAM+KAMPUNG+PT+JAYUS/data=!4m7!3m6!1s0x31d0491c586cce91:0x4934ffeebb7f8964!8m2!3d2.0394895!4d102.938507!16s%2Fg%2F11f3xh9szd!19sChIJkc5sWBxJ0DERZIl_u-7_NEk?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Pasar Malam Mini Kundang Ulu,https://www.google.com/maps/place/PASAR+MALAM+MINI+KUNDANG+ULU/data=!4m7!3m6!1s0x31d1cde877e4338d:0x635d63d951be7b95!8m2!3d2.235362!4d102.7719451!16s%2Fg%2F11t15grhvq!19sChIJjTPkd-jN0TERlXu-UdljXWM?authuser=0&hl=en&rclk=1,,"Kundang Ulu, 84600 Gerisek, Johor","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.235362, ""longitude"": 102.7719451, ""gmaps_link"": ""https://www.google.com/maps/place/PASAR+MALAM+MINI+KUNDANG+ULU/data=!4m7!3m6!1s0x31d1cde877e4338d:0x635d63d951be7b95!8m2!3d2.235362!4d102.7719451!16s%2Fg%2F11t15grhvq!19sChIJjTPkd-jN0TERlXu-UdljXWM?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Pesta Muar,https://www.google.com/maps/place/Pasar+Malam+Pesta+Muar/data=!4m7!3m6!1s0x31d1b9034f9fb455:0x87cdedb912b02ca5!8m2!3d2.0491174!4d102.5858165!16s%2Fg%2F11sb4ynp1x!19sChIJVbSfTwO50TERpSywErntzYc?authuser=0&hl=en&rclk=1,,"Kampung Kenangan Tun Dr Ismail, 84000 Muar, Johor","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.0491174, ""longitude"": 102.58581649999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Pesta+Muar/data=!4m7!3m6!1s0x31d1b9034f9fb455:0x87cdedb912b02ca5!8m2!3d2.0491174!4d102.5858165!16s%2Fg%2F11sb4ynp1x!19sChIJVbSfTwO50TERpSywErntzYc?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Taman Universiti,https://www.google.com/maps/place/Pasar+Malam+Taman+Universiti/data=!4m7!3m6!1s0x31d0594e1c52b0cb:0x14804056dc1aba46!8m2!3d1.8508555!4d103.074881!16s%2Fg%2F11hbvzgknj!19sChIJy7BSHE5Z0DERRroa3FZAgBQ?authuser=0&hl=en&rclk=1,4:30-8:30 pm,"Taman Universiti, 86400 Parit Raja, Johor","[""wed""]","{""latitude"": 1.8508555, ""longitude"": 103.07488099999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Universiti/data=!4m7!3m6!1s0x31d0594e1c52b0cb:0x14804056dc1aba46!8m2!3d1.8508555!4d103.074881!16s%2Fg%2F11hbvzgknj!19sChIJy7BSHE5Z0DERRroa3FZAgBQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:30"", ""end"": ""20:30""}]}]"
Tangkak Vintage Night Market,https://www.google.com/maps/place/Tangkak+Vintage+Night+Market/data=!4m7!3m6!1s0x31d1b9006e99fd37:0x511a17bc00d28feb!8m2!3d2.0502747!4d102.5636249!16s%2Fg%2F11lmdntx3s!19sChIJN_2ZbgC50TER64_SALwXGlE?authuser=0&hl=en&rclk=1,6 pm-12 am,"Laman Rekreasi, Kampung Tanjung Agas, 84000 Tangkak, Johor","[""fri"", ""sat"", ""sun""]","{""latitude"": 2.0502747, ""longitude"": 102.5636249, ""gmaps_link"": ""https://www.google.com/maps/place/Tangkak+Vintage+Night+Market/data=!4m7!3m6!1s0x31d1b9006e99fd37:0x511a17bc00d28feb!8m2!3d2.0502747!4d102.5636249!16s%2Fg%2F11lmdntx3s!19sChIJN_2ZbgC50TER64_SALwXGlE?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""18:00"", ""end"": ""00:00""}]}]"
Pasar Malam Bakri (wednesday),https://www.google.com/maps/place/Pasar+Malam+Bakri+%28Wednesday%29/data=!4m7!3m6!1s0x31d1b71a7e9810b7:0xd16d30cb92c5ede2!8m2!3d2.0424128!4d102.6563827!16s%2Fg%2F11hczxfgkd!19sChIJtxCYfhq30TER4u3FksswbdE?authuser=0&hl=en&rclk=1,5-10 pm,"Jln Ng Hoe Liat, Taman Bukit Bakri, 84200 Bukit Bakri, Johor Darul Ta'zim","[""wed""]","{""latitude"": 2.0424127999999997, ""longitude"": 102.6563827, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bakri+%28Wednesday%29/data=!4m7!3m6!1s0x31d1b71a7e9810b7:0xd16d30cb92c5ede2!8m2!3d2.0424128!4d102.6563827!16s%2Fg%2F11hczxfgkd!19sChIJtxCYfhq30TER4u3FksswbdE?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Pasar Malam Chaah,https://www.google.com/maps/place/Pasar+Malam+Chaah/data=!4m7!3m6!1s0x31d0258bf9666a8f:0xa0c7240c561f733e!8m2!3d2.2435801!4d103.0398491!16s%2Fg%2F11s65bh97d!19sChIJj2pm-Ysl0DERPnMfVgwkx6A?authuser=0&hl=en&rclk=1,,"Taman Sri Chaah, 85400 Chaah, Johor","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.2435801, ""longitude"": 103.0398491, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Chaah/data=!4m7!3m6!1s0x31d0258bf9666a8f:0xa0c7240c561f733e!8m2!3d2.2435801!4d103.0398491!16s%2Fg%2F11s65bh97d!19sChIJj2pm-Ysl0DERPnMfVgwkx6A?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Temenggong,https://www.google.com/maps/place/Pasar+Malam+Temenggong/data=!4m7!3m6!1s0x31da79b403966801:0x9e74d6c65b5bdbcc!8m2!3d1.6519749!4d103.5960752!16s%2Fg%2F1pzq55324!19sChIJAWiWA7R52jERzNtbW8bWdJ4?authuser=0&hl=en&rclk=1,6-9 pm,"Jalan Siantan 3, Taman Indahpura, 81000 Kulai, Johor, 81000","[""wed""]","{""latitude"": 1.6519749, ""longitude"": 103.5960752, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Temenggong/data=!4m7!3m6!1s0x31da79b403966801:0x9e74d6c65b5bdbcc!8m2!3d1.6519749!4d103.5960752!16s%2Fg%2F1pzq55324!19sChIJAWiWA7R52jERzNtbW8bWdJ4?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""18:00"", ""end"": ""21:00""}]}]"
